region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,comes_furnished,laundry_options,parking_options,state
inland empire,2119,apartment,1181,3,2,0,0,1,0,NA,NA,ca
charleston,915,apartment,877,2,1,1,1,1,0,w/d hookups,off-street parking,sc
little rock,1029,apartment,1049,2,2,1,1,1,0,w/d hookups,street parking,ar
cincinnati,900,apartment,860,2,0,1,1,1,0,NA,NA,oh
oklahoma city,649,apartment,702,1,1,1,1,1,0,w/d in unit,NA,ok
baton rouge,799,apartment,750,1,1,0,0,1,0,w/d hookups,off-street parking,la
syracuse,1385,apartment,1300,3,2,1,1,0,0,laundry in bldg,attached garage,ny
portland,1509,apartment,1004,2,2,1,1,0,0,w/d in unit,carport,or
inland empire,1750,apartment,1050,2,2,1,1,1,0,w/d in unit,carport,ca
san diego,2300,apartment,1000,2,2,1,1,1,0,laundry on site,NA,ca
fredericksburg,1345,apartment,890,1,1,1,1,1,0,w/d in unit,NA,va
space coast,750,apartment,670,1,1,1,1,1,0,laundry on site,off-street parking,fl
ogden-clearfield,975,apartment,768,1,1,1,1,0,0,w/d in unit,carport,ut
stockton,1951,apartment,1027,2,2,0,0,1,0,w/d in unit,carport,ca
baton rouge,719,apartment,660,1,1,1,1,1,0,w/d hookups,NA,la
cincinnati,978,apartment,1223,2,1.5,0,0,1,0,NA,NA,oh
denver,2616,apartment,1797,3,3,1,1,1,0,NA,NA,co
shreveport,740,apartment,745,1,1,1,1,1,0,NA,NA,la
"st louis, MO",800,house,1200,3,2,0,0,1,0,NA,NA,il
missoula,926,apartment,640,1,1,1,1,0,0,w/d in unit,off-street parking,mt
wichita falls,625,apartment,650,1,1,1,1,0,0,laundry on site,off-street parking,tx
st cloud,1685,apartment,1281,3,2,1,1,1,0,NA,NA,mn
mobile,820,apartment,733,1,1,1,1,1,0,w/d hookups,off-street parking,al
galveston,893,apartment,840,2,1,1,1,1,0,laundry on site,NA,tx
boise,788,apartment,768,2,1,0,0,1,0,laundry on site,off-street parking,id
wyoming,3000,cottage/cabin,1500,2,2.5,0,0,1,0,NA,NA,wy
detroit metro,735,apartment,604,1,1,1,1,1,0,NA,NA,mi
san diego,1890,apartment,1100,2,2,1,1,1,0,NA,NA,ca
odessa / midland,2333,apartment,1260,2,2,1,1,1,0,w/d in unit,attached garage,tx
buffalo,1100,apartment,900,0,2,1,0,0,0,laundry in bldg,off-street parking,ny
lancaster,1025,apartment,904,1,1,0,0,1,0,NA,NA,pa
stockton,1295,apartment,760,2,1,1,1,1,0,laundry on site,carport,ca
stockton,1706,apartment,1054,2,2,1,1,1,0,w/d in unit,NA,ca
rochester,1107,apartment,796,1,1,1,1,1,0,laundry in bldg,off-street parking,ny
sacramento,1720,apartment,1034,2,2,1,1,1,0,w/d in unit,carport,ca
annapolis,1315,apartment,805,1,1,1,1,1,0,NA,NA,md
lancaster,1125,apartment,1050,2,1,0,0,1,0,NA,NA,pa
orange county,2300,apartment,791,1,1,1,1,1,0,w/d in unit,carport,ca
wichita,398,apartment,550,1,1,1,1,1,0,NA,NA,ks
baltimore,938,apartment,730,1,1,1,1,1,0,w/d hookups,NA,md
flint,1050,manufactured,1456,3,2,1,1,1,0,w/d hookups,off-street parking,mi
springfield,650,townhouse,1100,2,2.5,0,1,1,0,w/d hookups,off-street parking,mo
chattanooga,739,apartment,432,0,1,1,1,1,0,laundry on site,street parking,tn
san angelo,610,house,1005,2,2,0,0,1,0,NA,NA,tx
salt lake city,955,apartment,860,2,1,1,1,0,0,w/d in unit,carport,ut
santa fe / taos,819,apartment,520,0,1,1,1,1,0,laundry on site,NA,nm
gainesville,697,apartment,700,1,1,1,1,1,0,NA,NA,fl
anchorage / mat-su,1100,apartment,700,2,1,0,0,0,0,laundry in bldg,off-street parking,ak
north jersey,950,house,1100,2,2,1,1,1,0,NA,NA,nj
rhode island,1450,apartment,932,2,1,1,1,0,0,laundry on site,off-street parking,ri
fort collins / north CO,1625,apartment,1218,3,2,1,1,0,0,w/d hookups,NA,co
new orleans,849,apartment,860,2,1,0,0,1,0,NA,NA,la
las vegas,1000,apartment,980,3,1.5,1,1,0,0,w/d in unit,carport,nv
toledo,909,townhouse,935,1,1,1,1,1,0,w/d in unit,NA,oh
state college,2400,apartment,900,2,1.5,0,0,1,1,laundry in bldg,NA,pa
grand rapids,705,apartment,439,0,1,1,1,1,0,laundry on site,carport,mi
atlanta,1170,apartment,1233,2,2,0,0,1,0,NA,NA,ga
manhattan,735,apartment,800,2,1,1,1,1,0,laundry in bldg,off-street parking,ks
reno / tahoe,1095,apartment,832,2,1.5,0,0,0,0,w/d in unit,off-street parking,nv
chicago,1300,duplex,1200,3,1,0,0,0,0,w/d hookups,detached garage,il
huntsville / decatur,1045,apartment,943,1,1,1,1,0,1,NA,attached garage,al
columbia,1166,apartment,1154,2,2,1,1,1,0,NA,NA,sc
inland empire,1765,apartment,715,1,1,1,1,0,0,w/d in unit,carport,ca
orlando,1253,apartment,1092,2,2,1,1,1,0,w/d in unit,carport,fl
boston,2850,apartment,650,1,1,1,0,0,0,w/d in unit,no parking,ma
lakeland,1112,apartment,968,2,2,1,1,1,0,w/d in unit,NA,fl
san marcos,895,apartment,550,1,1,1,1,1,0,laundry on site,NA,tx
greensboro,763,apartment,720,1,1,1,0,1,0,w/d hookups,NA,nc
seattle-tacoma,4500,apartment,1285,2,1.5,0,0,0,0,w/d in unit,off-street parking,wa
new haven,1405,apartment,952,1,1,1,1,1,0,NA,no parking,ct
san antonio,682,apartment,690,1,1,1,1,1,0,laundry on site,NA,tx
anchorage / mat-su,950,apartment,750,2,1,1,1,1,0,laundry on site,off-street parking,ak
sarasota-bradenton,1400,condo,990,2,2,0,0,0,1,w/d in unit,off-street parking,fl
jackson,715,apartment,880,2,2,1,1,1,0,w/d hookups,NA,ms
port huron,899,apartment,960,2,1,1,1,0,0,laundry in bldg,off-street parking,mi
eugene,1076,apartment,600,0,1,1,1,1,0,laundry on site,off-street parking,or
eastern NC,916,apartment,756,1,1,1,1,1,0,w/d hookups,NA,nc
cleveland,1105,apartment,1067,2,2,0,0,1,0,NA,NA,oh
louisville,929,apartment,1050,2,2,1,1,1,0,NA,NA,ky
SF bay area,2900,condo,1048,2,2,1,1,0,0,w/d in unit,attached garage,ca
stockton,1500,apartment,1030,2,2,1,1,1,0,laundry on site,carport,ca
phoenix,1255,apartment,959,2,2,1,1,1,0,w/d in unit,carport,az
logan,900,house,1064,3,2,1,1,1,1,w/d hookups,attached garage,ut
charleston,930,apartment,685,1,1,0,0,1,0,NA,NA,sc
spokane / coeur d'alene,1070,apartment,995,2,1,1,1,0,0,w/d in unit,NA,id
dallas / fort worth,950,apartment,1030,2,2,1,1,0,0,NA,NA,tx
phoenix,935,apartment,750,2,1,1,1,1,0,NA,NA,az
roanoke,1101,apartment,1100,2,1.5,1,1,1,0,w/d hookups,off-street parking,va
ventura county,2700,apartment,1239,3,2.5,1,1,0,0,NA,NA,ca
richmond,1279,townhouse,949,2,1.5,1,1,1,0,w/d hookups,off-street parking,va
rochester,1271,apartment,1056,2,2,1,1,1,0,w/d in unit,attached garage,mn
gulfport / biloxi,1050,apartment,1100,2,2,1,1,1,0,w/d hookups,off-street parking,ms
memphis,1304,apartment,1020,2,2,1,1,1,0,laundry on site,street parking,tn
minneapolis / st paul,2297,apartment,1553,3,2,1,1,0,0,w/d in unit,attached garage,mn
baton rouge,696,apartment,700,1,1,1,1,0,0,w/d in unit,off-street parking,la
clarksville,732,apartment,1089,2,2,0,0,1,0,NA,NA,tn
mcallen / edinburg,650,apartment,900,2,2,0,1,1,0,w/d in unit,carport,tx
lansing,910,apartment,1127,3,2,1,1,1,0,w/d in unit,off-street parking,mi
visalia-tulare,1335,apartment,823,1,1,1,1,1,0,w/d in unit,detached garage,ca
rochester,1605,townhouse,1862,3,2.5,1,1,0,0,w/d in unit,attached garage,mn
champaign urbana,575,townhouse,1100,3,3,1,1,1,0,w/d in unit,off-street parking,il
reno / tahoe,1309,apartment,739,1,1,1,1,0,0,w/d in unit,NA,ca
muncie / anderson,1025,apartment,1175,3,2,1,1,1,0,w/d hookups,off-street parking,in
delaware,1567,apartment,1468,4,2,1,1,1,0,w/d in unit,carport,de
athens,989,apartment,1057,2,2,1,1,1,0,w/d hookups,off-street parking,ga
fayetteville,710,apartment,770,1,1,1,1,1,0,w/d hookups,off-street parking,nc
fayetteville,850,condo,1150,2,2,0,0,0,1,w/d in unit,off-street parking,nc
philadelphia,1859,apartment,1102,2,2,1,1,0,0,w/d in unit,attached garage,pa
richmond,981,apartment,931,2,2,1,1,1,0,w/d in unit,off-street parking,va
indianapolis,800,house,907,3,1,1,1,1,0,w/d in unit,attached garage,in
wyoming,750,apartment,1032,2,1,1,1,1,0,laundry on site,off-street parking,wy
savannah / hinesville,1209,apartment,1202,2,2,1,1,1,0,NA,no parking,ga
saginaw-midland-baycity,950,apartment,1080,2,1.5,1,1,1,0,w/d hookups,attached garage,mi
topeka,530,apartment,566,1,1,1,1,1,0,laundry in bldg,off-street parking,ks
greenville / upstate,650,apartment,900,2,1,1,1,1,0,w/d hookups,off-street parking,sc
long island,2800,apartment,1340,4,2,0,0,1,0,laundry in bldg,street parking,ny
vermont,1600,duplex,1650,3,1,0,1,0,1,w/d in unit,off-street parking,vt
boulder,1800,apartment,1074,2,2,1,1,0,0,w/d in unit,NA,co
sarasota-bradenton,1240,apartment,1080,2,2,0,0,1,0,NA,NA,fl
cleveland,745,house,1400,3,1.5,1,1,1,0,w/d hookups,attached garage,oh
state college,1300,house,1600,4,1.5,0,0,0,0,w/d hookups,attached garage,pa
fargo / moorhead,720,apartment,800,2,1,0,0,1,0,laundry in bldg,off-street parking,mn
york,1029,apartment,630,1,1,1,1,1,0,laundry on site,off-street parking,pa
roanoke,825,townhouse,1045,2,1.5,1,1,0,0,NA,NA,va
killeen / temple / ft hood,650,apartment,450,1,1,1,1,1,0,laundry on site,off-street parking,tx
elmira-corning,495,apartment,550,1,1,0,0,0,0,no laundry on site,off-street parking,ny
york,930,townhouse,912,2,1,1,1,1,0,w/d hookups,off-street parking,pa
grand forks,890,apartment,1106,2,1,1,1,0,0,laundry in bldg,off-street parking,nd
hudson valley,1050,apartment,950,1,1,1,1,0,0,laundry on site,off-street parking,ny
topeka,1140,apartment,1161,3,3,1,1,0,0,w/d in unit,off-street parking,ks
des moines,786,house,2101,4,3,0,1,1,0,NA,attached garage,ia
cedar rapids,1175,house,3296,4,2,0,0,1,0,w/d hookups,off-street parking,ia
orange county,1885,apartment,750,1,1,1,0,1,0,laundry on site,carport,ca
charlotte,1082,apartment,816,1,1,1,1,1,0,w/d hookups,off-street parking,nc
charlotte,1655,apartment,1005,2,2,1,1,0,0,w/d in unit,NA,nc
jacksonville,943,apartment,918,1,1,1,1,1,0,w/d hookups,off-street parking,nc
santa barbara,2900,apartment,105,1,0,1,1,0,1,laundry in bldg,carport,ca
little rock,595,apartment,1000,2,1,1,1,1,0,w/d in unit,off-street parking,ar
tuscarawas co,645,townhouse,820,2,1,1,1,0,0,laundry on site,off-street parking,oh
indianapolis,734,apartment,960,2,1,1,1,1,0,laundry in bldg,off-street parking,in
albany,721,apartment,1111,2,1.5,1,1,1,0,w/d hookups,off-street parking,ga
mobile,1050,apartment,862,1,1,1,1,1,0,w/d in unit,detached garage,al
oklahoma city,850,apartment,898,3,1,1,1,1,0,laundry on site,NA,ok
delaware,1340,apartment,635,1,1,0,0,1,0,NA,NA,de
san antonio,699,apartment,575,1,1,1,1,1,0,laundry on site,NA,tx
delaware,1000,apartment,740,1,1,1,1,1,0,NA,NA,de
springfield,450,apartment,700,1,1,0,0,0,0,w/d hookups,off-street parking,mo
eugene,1195,apartment,917,2,1.5,1,1,0,0,laundry in bldg,off-street parking,or
ann arbor,989,apartment,700,2,1,1,1,0,0,laundry on site,NA,mi
albuquerque,800,apartment,920,2,2,1,1,1,0,w/d hookups,NA,nm
stockton,1450,apartment,836,2,1,1,1,1,0,w/d in unit,carport,ca
st cloud,1015,apartment,950,2,1,1,1,1,0,NA,NA,mn
south jersey,1385,apartment,925,1,1,1,1,1,0,w/d in unit,off-street parking,nj
grand rapids,1005,apartment,844,2,1.5,1,1,1,0,laundry in bldg,detached garage,mi
killeen / temple / ft hood,806,apartment,679,1,1,1,1,1,0,NA,no parking,tx
spokane / coeur d'alene,1490,apartment,704,2,1,0,0,1,0,NA,NA,id
modesto,1535,apartment,951,2,2,1,1,1,0,w/d in unit,carport,ca
denver,1191,apartment,690,2,1,1,1,1,0,laundry in bldg,off-street parking,co
dayton / springfield,479,apartment,562,1,1,1,1,1,0,laundry on site,off-street parking,oh
spokane / coeur d'alene,1140,apartment,984,2,2,1,1,1,0,w/d in unit,carport,id
north platte,750,house,1008,3,1,1,1,0,0,w/d hookups,off-street parking,ne
charlottesville,1046,apartment,725,2,1,0,0,1,0,laundry on site,off-street parking,va
san marcos,975,apartment,900,2,2,1,1,1,0,w/d hookups,off-street parking,tx
chattanooga,799,apartment,728,1,1,1,1,1,0,w/d in unit,off-street parking,tn
athens,825,apartment,830,2,1,1,1,1,0,laundry on site,off-street parking,ga
plattsburgh-adirondacks,2400,apartment,882,3,1,0,0,1,1,laundry in bldg,off-street parking,ny
las vegas,924,apartment,750,1,1,1,1,1,0,w/d in unit,carport,nv
cedar rapids,725,apartment,808,2,1,0,0,0,0,laundry in bldg,NA,ia
phoenix,949,house,952,2,1,0,0,0,0,no laundry on site,off-street parking,az
oklahoma city,825,duplex,1100,2,1,1,1,0,0,w/d hookups,attached garage,ok
corpus christi,818,apartment,730,1,1,1,1,1,0,laundry on site,carport,tx
fort collins / north CO,1350,apartment,956,2,2,1,1,1,0,w/d in unit,NA,co
buffalo,864,apartment,875,2,1,1,1,1,0,laundry in bldg,off-street parking,ny
fredericksburg,1445,apartment,1132,2,2,1,1,1,0,w/d in unit,NA,va
san diego,1750,apartment,850,2,2,1,1,1,0,laundry on site,off-street parking,ca
odessa / midland,1140,apartment,755,1,1,1,1,1,0,laundry on site,off-street parking,tx
"washington, DC",1316,apartment,622,1,1,1,1,1,0,w/d in unit,off-street parking,dc
santa barbara,2150,apartment,1154,3,2,1,1,0,0,w/d hookups,off-street parking,ca
reading,1500,apartment,1150,2,2,0,0,1,0,w/d in unit,off-street parking,pa
duluth / superior,840,apartment,475,1,1,1,1,1,0,laundry in bldg,off-street parking,mn
louisville,749,apartment,600,1,1,1,1,1,0,w/d hookups,off-street parking,ky
norfolk / hampton roads,1200,apartment,1180,2,2,1,1,1,0,w/d in unit,NA,va
albuquerque,570,apartment,500,0,1,1,1,1,0,laundry on site,off-street parking,nm
kalamazoo,892,apartment,805,1,1,1,1,1,0,w/d in unit,off-street parking,mi
reno / tahoe,1495,apartment,1134,2,2,1,1,1,0,w/d in unit,carport,ca
montgomery,580,house,1913,3,1,0,0,1,0,w/d hookups,NA,al
hilton head,1370,apartment,858,1,1,1,1,0,0,w/d in unit,NA,sc
lansing,1195,apartment,1107,3,1.5,1,1,1,0,w/d hookups,NA,mi
nashville,2590,house,2391,4,2.5,0,0,1,0,w/d in unit,attached garage,tn
harrisburg,1250,apartment,1101,2,2,0,0,1,0,NA,NA,pa
"washington, DC",2725,apartment,1170,2,2,0,0,1,0,NA,NA,dc
eastern NC,1010,apartment,1023,2,2,1,1,1,0,w/d hookups,NA,nc
tucson,690,apartment,567,1,1,1,1,1,0,laundry in bldg,off-street parking,az
hawaii,1750,apartment,675,1,1,1,1,0,0,laundry in bldg,off-street parking,hi
charlotte,1122,apartment,1242,2,2,1,1,1,0,w/d in unit,off-street parking,nc
rapid city / west SD,1300,house,1696,3,2,0,0,0,0,w/d in unit,detached garage,sd
fayetteville,921,apartment,1100,2,2,1,1,1,0,w/d hookups,off-street parking,nc
stockton,1954,apartment,1027,2,2,0,0,1,0,w/d in unit,carport,ca
chattanooga,1009,apartment,1009,2,2,1,1,1,0,w/d hookups,off-street parking,tn
peoria,899,apartment,1250,3,2,1,1,1,0,laundry on site,NA,il
treasure coast,1299,apartment,1100,2,2,1,1,1,0,w/d hookups,NA,fl
tuscaloosa,614,apartment,1785,4,4,0,0,1,0,NA,NA,al
dallas / fort worth,1650,house,2074,4,3,0,0,1,0,w/d hookups,attached garage,tx
lincoln,921,apartment,1120,2,2,1,1,1,0,w/d in unit,off-street parking,ne
rhode island,1097,townhouse,792,2,1,0,0,1,0,laundry in bldg,NA,ri
toledo,779,townhouse,607,1,1,1,1,1,0,w/d in unit,NA,oh
chico,2600,house,1836,5,3,1,1,1,0,w/d in unit,off-street parking,ca
south jersey,1725,apartment,1172,2,2,0,0,1,0,NA,NA,nj
nashville,878,apartment,510,1,1,1,1,0,0,laundry on site,off-street parking,tn
denver,1234,apartment,820,1,1,0,0,1,0,NA,NA,co
SF bay area,1901,apartment,811,2,2,1,1,0,0,laundry on site,carport,ca
frederick,1235,apartment,847,1,1.5,1,1,1,0,w/d in unit,NA,md
st cloud,905,apartment,1000,2,1.5,1,1,1,0,NA,NA,mn
north jersey,1632,house,2977,4,4,1,1,1,0,NA,NA,nj
las vegas,836,apartment,600,1,1,0,0,1,0,NA,NA,nv
milwaukee,1395,house,1000,3,1.5,1,1,0,0,w/d in unit,detached garage,wi
macon / warner robins,450,apartment,300,1,1,0,0,1,1,laundry in bldg,off-street parking,ga
mendocino county,2300,apartment,1148,3,2,0,0,1,0,w/d in unit,attached garage,ca
los angeles,1550,apartment,700,1,1,0,0,1,0,laundry on site,NA,ca
fredericksburg,1034,apartment,896,2,1.5,1,1,1,0,w/d in unit,street parking,va
south jersey,2070,apartment,1454,3,2,0,0,1,0,NA,NA,nj
"st louis, MO",665,apartment,968,2,1,1,0,1,0,laundry in bldg,off-street parking,il
denver,1761,apartment,1110,2,2,0,0,1,0,NA,NA,co
charleston,930,apartment,685,1,1,0,0,1,0,NA,NA,sc
grand rapids,600,house,780,2,2,1,1,1,0,NA,NA,mi
roanoke,899,apartment,1150,2,1.5,0,0,1,0,NA,NA,va
memphis,970,apartment,1000,2,2,1,1,1,0,NA,NA,tn
panama city,1235,apartment,1269,2,2,1,1,0,0,w/d hookups,NA,fl
modesto,1150,apartment,627,1,1,1,1,0,0,laundry on site,carport,ca
minneapolis / st paul,1725,apartment,805,1,1,1,1,1,0,w/d in unit,attached garage,mn
chattanooga,881,apartment,830,1,1,1,1,1,0,w/d in unit,NA,tn
"washington, DC",1921,apartment,738,1,1,1,1,0,0,w/d in unit,attached garage,dc
santa fe / taos,799,apartment,520,0,1,1,1,1,0,laundry on site,NA,nm
salt lake city,1654,apartment,993,2,2,1,1,0,0,w/d in unit,carport,ut
southwest michigan,529,apartment,387,0,1,1,1,1,0,laundry on site,off-street parking,mi
duluth / superior,2000,apartment,1120,3,1,0,0,0,0,w/d in unit,off-street parking,mn
grand forks,915,apartment,1106,2,1.5,1,1,0,0,laundry in bldg,off-street parking,nd
sarasota-bradenton,1310,apartment,950,2,2,0,0,1,0,NA,NA,fl
buffalo,375,house,1800,1,1,0,0,1,0,w/d in unit,off-street parking,ny
north mississippi,89.691,cottage/cabin,1395,3,3,1,1,1,0,w/d in unit,NA,ms
reno / tahoe,1699,apartment,1160,2,2,1,1,1,0,w/d in unit,detached garage,nv
columbia / jeff city,770,apartment,400,0,1,1,1,1,1,w/d in unit,NA,mo
grand rapids,1353,apartment,940,1,1,1,1,1,0,w/d in unit,off-street parking,mi
eugene,599,apartment,1090,4,2,1,1,0,1,w/d in unit,attached garage,or
shreveport,740,apartment,745,1,1,1,1,1,0,NA,NA,la
ventura county,2345,apartment,1047,2,2,1,1,1,0,w/d in unit,carport,ca
philadelphia,1380,apartment,990,2,1.5,1,1,1,0,w/d in unit,off-street parking,pa
jackson,970,apartment,1222,3,2,1,1,1,0,w/d hookups,off-street parking,tn
jersey shore,2200,apartment,1062,2,2,1,1,0,0,w/d in unit,street parking,nj
greenville / upstate,367,house,1444,3,2,1,1,1,1,w/d hookups,NA,sc
salt lake city,1252,apartment,765,1,1,0,0,1,0,NA,NA,ut
fayetteville,595,apartment,685,1,1,0,0,1,0,NA,NA,nc
hawaii,2595,townhouse,1400,5,2,0,0,0,0,w/d hookups,off-street parking,hi
"st louis, MO",900,apartment,1200,2,1,0,0,0,0,w/d hookups,attached garage,il
watertown,1000,duplex,1600,2,1,0,0,0,0,w/d in unit,off-street parking,ny
lincoln,938,apartment,1093,2,2,1,1,0,0,w/d in unit,NA,ne
new orleans,1100,house,1500,3,2,0,0,0,0,w/d hookups,carport,la
rochester,1358,apartment,1060,2,2,0,0,1,0,NA,NA,ny
greensboro,880,apartment,1280,3,2,0,0,1,0,NA,NA,nc
omaha / council bluffs,650,apartment,589,1,1,0,0,1,0,laundry in bldg,NA,ia
college station,779,apartment,827,2,1.5,1,1,0,0,w/d in unit,street parking,tx
rochester,1950,townhouse,1860,3,2,0,0,0,0,w/d in unit,attached garage,mn
hanford-corcoran,580,house,1075,3,3,1,1,1,0,NA,NA,ca
san luis obispo,2565,apartment,1175,2,2.5,1,1,0,0,w/d hookups,attached garage,ca
waterloo / cedar falls,500,apartment,400,2,1,1,1,1,0,no laundry on site,off-street parking,ia
dallas / fort worth,1465,apartment,1117,2,2,1,1,1,0,w/d in unit,detached garage,tx
los angeles,3298,apartment,994,2,2,0,0,1,0,NA,NA,ca
knoxville,1214,apartment,1056,3,2,1,1,0,0,w/d hookups,NA,tn
phoenix,2750,house,3000,4,2.5,0,0,1,0,no laundry on site,attached garage,az
monterey bay,3095,apartment,1281,2,2,1,1,1,0,w/d in unit,off-street parking,ca
tyler / east TX,880,house,2163,5,2,1,0,0,0,w/d hookups,off-street parking,tx
portland,1300,apartment,977,2,2,1,0,0,0,w/d in unit,off-street parking,or
worcester / central MA,1325,apartment,1200,2,1.5,0,0,1,0,w/d in unit,off-street parking,ma
lubbock,799,apartment,654,1,1,1,1,1,0,NA,NA,tx
jacksonville,995,apartment,660,1,1,1,1,1,0,w/d in unit,off-street parking,fl
los angeles,2472,apartment,652,1,1,1,1,0,0,laundry in bldg,attached garage,ca
denver,1724,apartment,1085,2,2,1,1,0,0,w/d in unit,attached garage,co
space coast,800,apartment,900,2,1,0,0,1,0,NA,NA,fl
jacksonville,915,apartment,1100,2,2,1,1,1,0,w/d hookups,off-street parking,nc
columbia / jeff city,800,duplex,1402,4,3,0,0,0,0,w/d hookups,attached garage,mo
greensboro,845,apartment,950,2,2,0,0,1,0,NA,NA,nc
houston,800,apartment,500,1,1,0,1,1,0,NA,off-street parking,tx
los angeles,4000,duplex,1720,3,2,1,1,1,0,w/d in unit,detached garage,ca
south jersey,2455,apartment,1293,2,2,1,1,0,0,w/d in unit,NA,nj
nashville,1700,apartment,1131,2,2,1,1,1,0,w/d in unit,NA,tn
austin,1132,apartment,908,2,2,0,0,1,0,w/d hookups,off-street parking,tx
san marcos,1050,apartment,950,2,2,0,0,1,0,NA,NA,tx
salt lake city,697,house,1375,5,2,1,1,1,1,NA,NA,ut
detroit metro,930,apartment,950,2,1,1,1,1,0,laundry in bldg,NA,mi
evansville,646,apartment,741,1,1,1,1,1,0,laundry on site,NA,in
corpus christi,749,apartment,603,1,1,1,1,0,0,laundry on site,off-street parking,tx
central michigan,769,apartment,725,1,1,1,1,0,0,w/d in unit,carport,mi
raleigh / durham / CH,1060,apartment,718,1,1,1,1,1,0,w/d in unit,NA,nc
little rock,525,manufactured,800,2,1,1,1,1,0,w/d hookups,off-street parking,ar
east idaho,695,townhouse,1000,2,1,0,0,0,0,w/d hookups,off-street parking,id
greenville / upstate,1025,apartment,1100,2,2,1,1,1,0,w/d in unit,NA,sc
new orleans,1949,apartment,821,2,2,1,1,1,0,w/d in unit,off-street parking,la
wilmington,1000,apartment,950,2,1,1,0,0,0,laundry on site,off-street parking,nc
southern WV,1450,apartment,960,1,1,0,1,0,1,laundry on site,off-street parking,wv
